,External_ID,contents
0,rec_19_audio_40.wav,সুলীগার শিক্াসললেই এনদেন্ড সাপ ধটেগার্দুটি র্মধ্যে গিরমীয় ব্যাতাহয়রিরে হনিরিববযা থায় নাত জ্যানে দার্সেমানে কো্র জল দেশেইগরমা জলতে ছৈজি আসনিকে সামাটা গধিয় বারাআনেগেনদলতে জলতি হনাককােরন।
1,rec_19_audio_31.wav,ভুয়া মাঝের চৃদির দায় বয়়াসাএদের দা়মামটাম পাড়িটাডিনীশিও রয়েছেকঠাৎ কারামার কেষবিএড গীতি মাতাতাটাইয়েএর নানেটা গীতি মাথে এখানী গীটি পাটাঠায়তাটাইয়ে মাথাথাতা বাহর করে নিয়ে আসে।
2,rec_19_audio_15.wav,গণ্ডৌলাত্ব মা়ের্ঘাত ঢাচামাচার্বপর্থ অকিথকলী পরও যেবানের থাইবে লি বাইচি একেছেতরপ আগলের ভললা দুইনির ফাগরতৈলিয়ে গেছে ইম্ডিয়ায় তিন্ডিওয় গ্যেসে করে জীবনের সপ্নয়এইনজলমতজআয়জীেমে োত যায়তিব তাওয়াগে দেছেন নই।
3,rec_19_audio_3.wav,ঝোহ়ালা তালিত কষেবননা মোলা আভিরে কয়েচল থাঁতোনা আথাকাই় গুরুয তৈদে তলি আইতবে কৃজান ওয়াল়ই সোকলি আইটি লাআবওয়ার ম্রে লা আওয়ায়ি সজ জাপনি ভাইগক যাগ টানতঐযায়ী সিত্রু জাতিয়া ন ইতেট খান।
4,rec_19_audio_14.wav,ধ্ ব্রধাকীত কাল ছের মগেলিনেনেগুলোবদিয়ে ছল নাবইগিয়ে ভইকে পালো নাম কিভইঞনি বইজঞানের শাভারস মাক্রাকারা দাধুর্নত এটি অভিরত লড়ালি রানার বার়ী থাকে না।
5,rec_19_audio_2.wav,তারা ছলি এগেছে জমাক দৈ তীন্দনাবার কিষুন বস্তা র আকবাড়িআমি আকার নাকৃদেই বনে বর লে দু ডেখা আয় লাবা নঅবেষাতা যাইতার জাইয়ে দেয়কি ও খাইয়ে গেছে আ কি বিয়ে লাগে নে আনে বাড়ি রত্ন প্রিকাজেলা বালো মাছ তাজ না়গুরু অনুষ্থাদ রান দেছে।
6,rec_19_audio_18.wav,তারবলদ্বারার ঘরাষ্থাসাথ বারভেটাছিল অবাথ্রলাচা্ড ট্যাক ট্যারা ওরসববুদ্ধি রেসিয়েখানাভাক্সককান বইজের ব্যারবিটার দেশেয়ে কোয়ান রাডানা কী আতোনোট বো়াংশের লকএক বাংশল লকা আনে বাড়ি য বারতে দেয়ে ছল ফাল ।
7,rec_19_audio_28.wav,অর্তৃক্দ্বূরু তআরর অধীন লোকদন ছিল ঢাকতারমাথকা রাণের থাঙগেমা আমি গুরুবা ওয়ারুম ভুক থাকে ধা দা টিকটা গোনটকারন সময়মূতওআরে খায়ানো বাগান সবিহত তি রে যে এইদেকে এবং বেহাধের লবজ হনার প্ের ঘাদা বালমত উল্লুত গি আসপ্রাম করাতকতা না।
8,rec_19_audio_10.wav,আর যে বোলাডানাসেতু গ্রানযতরা প্রে থাকে আয়টাননাবারমান হত বাদেদের মত দেলাটি এটি বাজা কৃষ্ণের কাজায়ও পিরা।
9,rec_19_audio_24.wav,সেই ডিয়ের নানা সুনে যে আয়নার ভালো ত ধীর প্রাচমাগের যবরডান সাতে কটা নএকটাপনেঅবেসাতা এই আছে এ আজনা গএ আছে কলা আ্দাবলে  অ প্রথম বহোদো নাকাযর় গেছলরোগ বায়েবাদন।
10,rec_20_audio_32.wav,তার কারকাৎশা থেকে এরিছে কাধীআসওঙে আলাহানী জ্যানগে হ কার কাশর ধারি তে্তা নে় যদুই নাম কিছু কতিনা।
11,rec_20_audio_21.wav,রিগরেরটেলা সিগরেটস তুমি কিগিঘা জিগ্রেড খাউাইকি ঝিগ্রেট খেলইংসে ধারেও লি মারিকাতেওরিেএ মত প্েথা্যে প্রেথাহিলাক্টাক থাকে আসদে আছ জা অজ গে এটো আডে এরা আরতের পথারা বাগমায়ী একজন নাকেন্দে হামা দি়যেন এইয়ও হয়ে।
12,rec_20_audio_22.wav,লাওয়ার আগায়আর জ্যাদিহকায় তা লালনা আল এই ময়ের পার ত ে অনেকযেলখে না আনদীহ়াএটা বিড়ি দেব একবার দুতি আত্মবরতমানা তিজিজ জিয়েকাবিরি দি লী তি দিতে পারেন।
13,rec_20_audio_8.wav,লালগি এই ওনাজগালে থাকি এই সাম্রতা ত মার়তে বালথেবা যোমাজে সে আরা ভালা পা গিআবারিটু কারাযায়তোমাসাথে বিয়ে আনরাা প্িয়ালারুটে উইয়ে বা দীরে গ্ঞান প্রতমান হুগেবে লিকিয়ায় অ্াংগীণ যরা যাহযা মিয়ি্যথ কেয়ামি কালা নিকে তায়।
14,rec_20_audio_3.wav,নাম কি তুয়়া পিটার নামকি স্বামির নামকি ছিলম মরে নায়ী তসলকাডা দুরে ছল নামু কিনাম কি।
15,rec_20_audio_15.wav,গোগাপেগোয়কাজের গোৌকালী আমারেরা আতের গোরর এখানি কিএআহি ওধাপ গুঘাবে মাদেরা আগলি কিয়য় নালাতে নিয়া ধিলি কিয় আলা রাথেনেই ি্য়া দি এটু মা ও যাগ ও়াআমানাতীরাতে রা।
16,rec_20_audio_6.wav,াওা়বায় মাহয়েব কম আছে ভুমাইয় এতা জালা ননারা ম না সুধরই ময়ার থহাতেনিয়েনামত কোনা বিরিক হামানেতষ্ত নিয়ে রে ধি তামযানেরে বিরিখা বা বিংসরে গাজাতো বলচা যা।
17,rec_20_audio_4.wav,সলের নামকি কোয়াইচের অনালেই রেরে ড্ায়তুমই সল তোমার ভ্যাটাক তয়ে সে তুমি ধারনা করেডাাবিরিধ্বলযীখতমিয়া রাইভিয়ে নইম্নিয়ন্তে কও আমি জ আসন্থি তাইকব।
18,rec_20_audio_2.wav,্যা কেউ রথিকদিঅন্য ভিটার নাম করয়েরা নিজির্ধার কতা ক  নীজির ভিটার নামকোএ পা।
19,rec_20_audio_41.wav,কীনাট বাহিকেত হায়তুইক তুই গি ঘুতেআকায় হারা নিয়এ জারালাংশআনার জালাদা নেনিরচলদের্টু তারা আদাপ ভার দুলের রূমেয় নয়।
20,rec_20_audio_38.wav,আবার কাজওবরত র্যায়সএরা আরার কাজগরতে তে নিয়ে গ দিলি কিয়া এপতা আবন বৈরী রাই তেডনে গেত ত্যা  নয়া।
21,rec_20_audio_7.wav,যিরা়ি মিয়ঙমূল বঙ্ডায় বিম লদিেষধক্তী স্বলে নাওয়ায়পিয়াওালয়ইয়ে গেজেই হযেগআরকেন কেটির মেয়াতকাম আঝারতাবা বিয়ে হাড়ে গের দেনা।
22,rec_20_audio_29.wav,নকি আর ক্াদী ওয়াই আমেকা রইয়গের যমলিদায়িফ আদীওয় আইদিদি মা আদ্রদেশ দাদু আদ্যযট্ন কত্ম তরেওাল রাজনাধে নেই।
23,rec_20_audio_1.wav,এই ওয়াজা হাত নি দেআ টাহা হিকে আয়বেলেতালএ গ্যা থেকে আব্মে লি কে দুই পুরু যয়ে গেছোনাতাব াযজদায়ে েোরে রযে দায়কেএ তবিটার নাম টিঘদে ড্ামরে জামনা তোমার বিটার নাম।
24,rec_20_audio_18.wav,াঐওুউস লম্বা বরইদাও উতপাল়ে তাকায়দথাকায় দা হতাকা যেতেনেখতে ছেনবেয়আসবাধি কয়ার বে্তোমারেধোমাজানী ছল সালনিয়আইসে।
25,rec_20_audio_14.wav,এ এগল মাইত্যেরকেমন গমাইত্যা নেগী 'রারা রাবামারনেসের মাইয়েরে আব্দি লিয়র সেতিষ্কে আয় উপদ্ধাম উদ দেলা আগেও গ্যাছ এলধাবা টআদদীন আগা ণি সার আগা আগান
26,rec_20_audio_23.wav,না াই ক্যাকোমরিআত আকাই তার ধীপর থিতি ডিনেরি  ভালা থায় সোনাখাপা নৈ বাদ করা খেপান নইকাউর রাওয়াইক ওয়াল নেই।
27,rec_20_audio_11.wav,র কোঞ্জা খাইয় ছিলে বিিতাতে আকলাঙগীখাতে পাডি ছিলে নাদাদরের কয়েছিলেন যা দুন বিরিখাও কয়ছিলে তাঁদাদ কিছু কো়না যা বৌবিরিংায় অর্যন্তণণিখেএ।
28,rec_20_audio_5.wav,সালভে কয়ার্ডাতোয়ারএপতা মিলিজা পতালে কে লছলভের কর্ডাতাইগালপ দুয় তুন নিয়ে তিনটি  মাইয়ে করডা।
29,rec_20_audio_30.wav,দাতনরীনেতাদলাত্ন রিসেবালি বালোয়া সানারালারঘাইকে আলেতার বালি ব বাদে বালবাস্ত নেয়ই কায়াতে তামিলে।
30,rec_20_audio_37.wav,তালবুল আজে দিকাককেলানরিকি়েইই অনেকটি লাল এরনলে তাাম্যারকিয়ারমানায়মদবথে গুর ক্থারতিনিছিন পন আখনাাায়।
31,rec_20_audio_28.wav,ত এমল হয় ় বাড়ি যে আছিল নাসবায়ধের ভিঠটা সগলের তনি একে জান দিকটি ইইনিয়া েনেরয়কে রেমাইয়ে কে অরি ডিআইয়ে নাসমাঘেল আকব্রামরায়তত কেতু আমার দাদর মত কালা বিটারি বিয়ের লিগে।
32,rec_20_audio_39.wav,দিলি কিয়াব ল্যারেওল়া একিয়াররার হুসুরি হনে আছেএর এক মার জিলায় হশসুরি হন আছে এ ঘাইন আছে দাদুকিয়ের যেকরাতীটররগানট তাকাআড।
33,rec_20_audio_27.wav,তোরা বাইবোন করেটা গাদিচাইড ডিয়ে বাই ক়্টা গো গৌলরস্কারে কতামনে আছে আছে র বাআইলমাতোরববে বাড়ি সে আরা হল বিয়ারাসর।
34,rec_20_audio_20.wav,রাঙলা শতার প্রজাত ডারমিয়ের জেকি দেনা তি না তিননাতিনি হয়তোমা না তিনবিডিনিয়া ইস্যাগপাকেটএ আমালকারাডি রা।
35,rec_20_audio_26.wav,তরএদ মাদেববা আসতি চেটো হরে ুকিছকালেকে কাইসুলাআর কিআরকি ছুনা
36,rec_20_audio_12.wav,এইক রইযিয়নওদুই দুই দুইজনে একসাথে খে দেবিরি লাখ যাযাানেতুরদেলি ক়রা হেতে বিরিইয়া তার ক্রায়খে আলছেন এ দেন।
37,rec_20_audio_17.wav,ই রাংদে আরা তুমি দানে পুরোহয়ে কেছো  তোমারানে কি গরিআল শ্াসক্তে আসে ন়আপনি লিকি আ বেতোমান নিয়ে এটাইডেলথেকে লদ্ধ ফেলেনেরাএ যে আরাকনাতৃতোমার  আরাক নাতী।
38,rec_20_audio_24.wav,ত এনার হনেিকে বাধ্মান এরা বাত্রামযযানাকিগাব দেনাগাপ খ্ষাপা নেয়েওয়াঘাপ গাব বিসি নআগিলে লেতনালে জ্াম তামিলা যে যরএদে গুদি জাওমে় জানে ছেনা।
39,rec_20_audio_34.wav,ক্যােল কালাশ ধাতা়দের ক্ালয় হুক য়ে মুটাগটিতেওপয়জেলা আসসাঞজে থি পাধ্যেস্যেপাঁজে মিয়া না বাধায়যর হযে।
40,rec_20_audio_31.wav,রা চানাি তার সরায়শ গুরম লেখির অঞ্শ লটেত উর্মী লেখির অ্শ লো উর্মিলে রেং নে আ কালন না নাআকাশ করিবার তনা বিডাগির হাতে য় অল্ভপবয়সে বর্ম রির গেলো।
41,rec_20_audio_40.wav,পলাবা আতপতকতমপর হিছকে এহাট ছলিতিামকি আটবয় দিদে জোয়ার্থ্র হা হুনকবাংলবার এর দায়তামা কে না আকেন।
42,rec_20_audio_13.wav,যটটাতেয়া যাত দুবেলে গালি উইয়েলে এছতেতাদরে কালীয় গ্যালিয়েটে ও়লে খালিইদাদর বেলে গালতটিতে না যে গ্ালে ও গ্ঞান তাই দাদ্যুত কযয়ছে মরায তাদর্ব কয়ে গেছে মরাথ আগে দে দেদি মাখালি গাইলয়েতে।
43,rec_20_audio_25.wav,কেসগাপ খালীই গাতের বৃদি জতি খায় গুধির করা যে জামবাড়ি যাবে নাহয়হায়ারতারপর তাক তেয়য়আরবারনের মত্তে এরা মুক্তি ভারবাণে মোতাআর দ্বাগা ত আলাদাতানা।
44,rec_20_audio_10.wav,তবেলে বিয়ার দিন বিডিনিয়ায় ছিলেআগাডাদীদিঙেই এলার থাগেটৈরে ওয় বি়াত দিন তাখাই ছিলে করে বাছর করেবাসর করে বিরিকায় ছিলেনায় থাকোঞ্জারা খায়ছিলেন।
45,rec_20_audio_35.wav,নারঅনিক অন্যতা করে ডানা রাবযনের চুল হিলো ভারিকাতা মেলা ছিলতার মলত কাইটে রহায়েগুলের ছোট সোয়ওকবাদন ম্যালাদু দেখতের এগমা দেকতি য়ারিষশাসবওাদায়ক তেরি।
46,rec_20_audio_33.wav,এয়ওকাতাও কিএরে হ্যালে খেলে আরেরতার পর মএজনদাদুত কালা ছিলো তরিৎ ছাতনা রাঙলা বিটাগে দ্বারের দায়িত্ব গুরোয়।
47,rec_20_audio_36.wav,এর ভত্য কাপ গেত যুপ আনেট এর ডাউন া রাল ডাবলা উগরীতে একে আনে ওয়ালে লায়া ও দামওয়াবা জজেজর হস।
48,rec_20_small_audio_0.wav,এহি
49,rec_20_audio_0.wav,তলের আতরী সবরআজা নীলমুহুযন্তেরে নয় এসাতর গায়ের প্রাধ্মাম টাতরী শেহ সেআত্দে লেবে নেঅজমা তোমা দায় আদে লি কিছু কমান নেই।
50,rec_20_audio_19.wav,বেয়েকর্পানিক এও করেকর্বা সলনিয়া সে দামদি এগেলিলাবাজন্দনা আলী নিওসথেয়েতমার চালিটি যতমা সয়েস কিরকম তাহিক কিরোমতী হবেরাঙা হিন্দর পরাক্রেখেে।
51,rec_20_audio_9.wav,াকালাাতোমার পিটা আমা সে কালা ছিল ় বাল তাকিত বাল ািত তাবেরিখাতে তআরা আরান বিরিখার দে চ ধেয়়ার নিজেে তা তোারধের তোমার বিটাবের িনে যেত।
52,rec_20_audio_16.wav,রণামাতি নাহজেন্যে গিয়ার স্বাধীন দ ৃতি লালযীন্ডের জেরাজা লাজলামাদলিনডাটা আদ্ধী তি ই পারেএদের আমকরতেয় না এওদা হাযেই য়াআদ্দুলি কিওয়।
53,rec_21_audio_32.wav,মাইয়ে পাকারার গূন উপের বিসলর বতের  রয়েথায় মমনপ্রামলকাল পরে আখ্রকাকাগরী দি তির র তথ্থেকে এ মৌবানি গানা আতীয়া় বেহত্কারে কালি আ ক্রতকাযের জন্য বম্ভস্থগের কড়ি সবাহী জূমহার বিতেহবে এই তাকাদের রাগ।
54,rec_21_audio_16.wav,সিরাদুথে ঠা আমারে দেন তৈইয়েই য়ালব থিজআসলি মাহিদ্দি দিবি দেয়ে গল হাায়ালয়কয়েটহা়বর ছতোমাগে আমাদে কালিয়ার মধ্যি দ্বারা ছেরা কয়েচাড়া উঠিতে অ়ন এটা হআমিে সুমি মিয় অথয়োজনা রসে কয়বাহাতি পারে আমে কথআমাদর ভূতানবঞ্জন।
55,rec_21_audio_31.wav,থেলই রা ঢাকারাবরদডে গর্থাককআগা লেপোলগুলাওরলতে ডাগীয পদিকয় ডাকায়হবেলিয বিভর্ষ মারাদে কার্মন জানীগরঙগার আমৃতয়আপন আমিসাইধি পরেই ফুল ভরতি করাউন ডাননি রোমে রআম্বি য়া গ ক উপতার পাকা খাবি খা।
56,rec_21_audio_33.wav,তা্বৎ ফলানীএরোপ্রতিনি মাঝে একজন একজন মারাগা দরা আগগন্ে রাজ প্রথবেন্দর মারাদয বিয়এঘি খব্রারাগকিকিনি ফরিক তোয়ে ই যে দরু মছনমনকে কুশুট হলে তারের আম্ধার ধাই নাঐ মিল আদলী গ্রর উদয় প্রথম দায়লা লিখেথেনেগাথক টাকা দিক্রিয় ডি আ তার কারা গাণা এখিযে আছে।
57,rec_21_audio_26.wav,ুরায়শা আগা আগবার তাকা লি আধধুনি পাধারকত থাকে এবন ধর্ঘিলু করপরে যঞ্য টাকা ধি বাহঝেহ  রাজ্যর প্রকাতায় দাবকথবেতৌর ডানাহাতি বাহমানে পরে ম্যাদামডামি ফোর্ডেই সাষনৈতি তাপ লা জামরেক কাথে় বাবেনআক দুজন কলি কিনায়নে একটি বলে তবে স্রবাইজকান্ সবাড়ে হবে।
58,rec_21_audio_44.wav,দাগা র় কেেছে বাডরি ঘরিছে হরে বাবাতারা আমরাত হসেপ হেয়য়ে ছে আখিল বারা মা গিবনসে লা এটাতেগেছে পাইংঘাতহের তেনে এটিংক থথিনি়য়েনতোমাগেি এই প্রজেট্টরিনান্ডারের দেতন দায়কটটাবেশ ফরম মিংরয়ের হোল আগার থী।
59,rec_21_audio_15.wav,কুমরামান একটি নার কথের জেলোকওযয়়ার্বে তার নাম বলারের নামাগেবিকর ইন্ডাবার বন্দে নাম থিন্তি কানরতেমা র ইদে শিয়রফরি পররেঐযে টা আজর ফনে টাকা দিতেবে টাকা আমাগেই যেে গে তিন্জন নানে একসন করি একেই কেছে পয়েছে ডাগে।
60,rec_21_audio_0.wav,তোন চাক্রিবা প্লেকিই রঙ্গাষ্টতাকৃত বালো তা পে হয়েএশিয়েছু সুমেয়ার স্টার থোর যে তলে দিজজঞা মাজরভার আদ্রথ পড়ার জন্যেই কু আগাদী আদীন সুল রয়েছে তিন দটি কা কাধিতে তাংড়া তরে।
61,rec_21_audio_2.wav,মারসা নামাজীবর্ত রিজা এয়াসা কুলাগিকপগুরু সবার অবস্থির উত্তরিতে নমাগি কালিয়াবভজিলার রামাগেঞ্যে সভাবতি হআছে বলে হয়ারি হেকিটা তাভার এ স্ষভাবতি ছরিপূর নামাজযিতে মাধাযয়় স্থাদেনির কাজতে  হাদিরি আনুষ্ঠেনরপরছর র।
62,rec_21_audio_19.wav,এ টাকারকমমারীতে বে তিরায়য়াগার লাখঠাফাইসেই নাভু ইজ্ঝাথায় এগেনদে নআভিদ্য জলের আবদুল্লতেই নেল কল বম কুিেলেছ নিএকেতে বাইরে টিন নানা কিরেেসা গাড়িয়ে গেরে জান হাতিব সারন জানদে রানা নিউন্নিরথুটসাার্মের নামদে জানাবানাতাএ তেডাটা মালক ায়দা কুফনা দুতে বাধ্তমা সা আমারেনি রে।
63,rec_21_audio_30.wav,ঐ যায় মিথনা রয়েন্থেপুরণুফীন ছূলনা নাম করার সরকারে তার করে তার একথেকেন্ট্র মূল নেয়াতো আরে ধরি ফুংসে কাজকরতরযাছোতাকা বিপ্রিযোব ইত্য়ত মিয়ে বরে পর টৃক্ষনালিকতে পনা আওয়ার আমাগে সভাবতেই।
64,rec_21_audio_24.wav,তাকাআতেমাডের ঘ্রথষা পরে আবেব গানকে নিস্টেনীয়েম মহিজার কারতীয় পাযজে নাযযে থাকাতিনি নিমিচকেতা পরাদে চার্থনা করেবেনতাই দিন জিয়ে পাথে মিডিং ডাক কে তারপর স্পয় নীল তাকা আজারোধ ধেকথক পাদ্দিন ধেরপ আবস্কারে।
65,rec_21_audio_14.wav,তারা দুই হাজাটাকা গরি ভাগে পড়িচত কনে পার ানজা রারএটাকাত ইসিয়ালো ইভি তিরিঈসম্বরে অনয়েছেই টাকা আরে কোন ব োলেন কোনা াছ করে লেকাকাক করে রাসতেনাদও গূমেন সেকর যাদি।
66,rec_21_audio_40.wav,সিকিয়ালয়ালই সেইতিয়তরম্যে স্বভাভপর্তী সেৈগযকারী পযাধাল লচালী মটে থাইয়ে নে নিনেটিং ডাইকিয়ে পন কলতমরা পারের হিশি কলপা হিল নীলী দীগী বিছোটতাইকে আমা আগে বচর দিয়েআমাদেরিত পাকা উঠর এ ছালওরয়েট হিছি ডায়এ প্রয়ে যা আনে প্তি মাঠে পায়।
67,rec_21_audio_4.wav,যেই ভটক বৃটি করে  একিলয়ী ছেল দুতাভা সিনি মায়ালারনী আছল আরও বাই দেলয়াল তিয়ে মাথায়তারকে দুই তিনবাইএলের ওঢ়াগে আবদুল লাছের নরযায় বিশ্বেরবারিও সিনিসি।
68,rec_21_audio_17.wav,পূজানববয়্জনত কলে হিসেবে পরের মনে করে আসিগ্রন চারআবিশেরপাট বার কতেলাইয়ে এসিয়ামযর কালিয়া সবাইটার রাজ্হতা মাদউল্গ দলের থথলকেয় বাজ্যকর কররে শার্ম্ানারসে তেনা আবি সলল ত আবদুল্লভলো দিতীযও ব্যাবিরা গাশ লাখ শা।
69,rec_21_audio_37.wav,ঐবানে ওতম আমিই ঘরিছেলান তামার ভ উদ্দেপনা আট্রায় গেথেকেঐরানঐ স্থি শরিভুল় আবদুল লাবার তদেতরে একনাটান ারে ছিলেনােতিমি না কয়েছিল শিশু নারে।
70,rec_21_audio_7.wav,এগে বিতরক রা়ট্পেতবর পন্দি়আনতেই টি স্থায়ার কিছু কা স্থাড়া করিছেএর আগে আগুজনামাঝে যোগতরে তরথম মযযরেজন নিল্ধারআড়্থে পে ছিলতোন স্রায়োজনে পারেটাকা উঠিত সোৎ্প জালাাগণ্য বয়রতমর্দিযু তাওরে সুল হিসেবের পাকাবিত।
71,rec_21_audio_10.wav,তিনিওই পধিবাদপরিভু লয়েটি ও যওরাগার মাচইযেছদরঐেক িম্লোন রেদাগারওর বাইযয়ে বাচ্তিয়ারমেযল এশিডেমাহা়মাল্যা বাইনি হথ  আআবন্বাই হবনলেগ ছোট  ইচেল দেয়।
72,rec_21_audio_34.wav,তেলয়াসেশা হলনা জাক্তিবালী ওরাজাঝে পরিযা করেে তাকাতা কেকতে এখরণনন েঠেএ এক কৃতোমাতে খালী তাইলের মধ্যী দেপাজবনায় তার কোন সমস্ঠালি হোরানহুনরার খালিয়াল নাবার লাহ করে।
73,rec_21_audio_12.wav,থরছেলেসেখনাকে তিন ঘটি ঠারদি আলেগ্রতিশ যত উপজেলা গতদনাথ সবা বাংলাদেশের যদ্থর ও পরো বাংলাদেশেে আহারতর ছবাই টা টাকা দেবন্ুদায়ী বাগ গতধনাথে সেইকরয়নীত বাবা হোজ জারা সিরাথু দিইনিয়ে।
74,rec_21_audio_23.wav,আর পরিয দমে তার তাজা জিন তাঁর ভিয়নন জন সাহিতে যোগাদক করি করিছে এটি পরিবে বেগন্তু য়ে করদে দিনি  িতে এদি দামকারর নাম বদ্দুরলন দর দা হোয়ার পরে তার্ভাররিতা ক্রাধে ক রে।
75,rec_21_audio_43.wav,বদল আমরা আস পরঠিক পো়াশটে দাত্ব দফতরে জালা মাযয়গেটিতরে দশ করি  সথাপতী এটি দাগা হাছিল তঐ ছোটকালিয়া জা জা রা য়েছে ওই ঘুমন লখর মাছে ারনফস্কুনি ঘেমন দাগুনারায হিযয়়ে রে যে সমাপরতি ছে।
76,rec_21_audio_35.wav,কেউপনঅসবিধা অসস্থৈলিটলি হেগুলোন তকুন না দেওনাকি হওয়ায়ইজেদে রয়েজে প্ আমিয়ারতছুরির আমার কলার একজনর অথ্থ কয়ে যে ন্ কমে আমাত কাঁছ নুখুয়ানি  বাথন রহি্নাথকপথাজি ইতিন েতে ভারি হি মাও লা়জারেকেনতা আমাত বাবে হরযেন।
77,rec_21_audio_27.wav,অবশ্যকাতার য়েনিি সবাই ধাবে চিন বন্বহালী ক একজন ্বিজনয় লেখতব বাবারী টাকা আমিজনা মা়ি দেওবন আমার কাদন্দি ইনি এগিলি বাগনিতেনই টাকায় আকার বুয়া আয় যাকরকাগা বেবহারের র্যান্ডারিকরেএয় পারভারবন দিলেই রেরাগালক।
78,rec_21_audio_22.wav,ঐ তিন বছরেও সুষ্রি বদ্ধ ছাল নাসে দিন বছর আমর বনার কয়ছে তারভরতার মুনর গা নে অননার্বনাজ দেনচাকরি পারমানেনা ই বন্ণত দার্মেন্ট কর্তরিয় নে দলয গন সজজীব শিকঞাসাজীবনে কঞথুদিক হযয়েছেকিন নামাল।
79,rec_21_audio_13.wav,এই নরাল এ লোয়াগারা আছে ্ নরায়লি শব্য এই চিন ফদরে দুই দেবে ওডবরাভেজে মাত্রা বিরদেহিং করেন ব্রমা হিসাবে ে বৃতর্ণ র তোম আছল এজ তারাবার রণিযেলেহলন আমাগে বোশি দিয়ে আয়বরদিক্বফ্ানেউন্ডাটা মামাগে বারো হজার থাগা গড়ি ঘডি ছিলয়েছেন কায়ে গুরে।
80,rec_21_audio_36.wav,তথে পাচ্রকা জারারের পারম্বার করেিবর কনি ফলাদ অর্পক্ক করে পিযে নিেঅচতটিক ককে রলে সবউরাআলি হতে হরারে না আচাটের তুমার মানের তয়ার কোনো এই নায়ীতল সামারুলা ঠাআঙ্গে যাওয়ারবেবর উটে আকর জর কেএদে আকাজ করে তারি ফরবরে ঠাকছেআমি ও জনীয়ই পরিগা হাযএব।
81,rec_21_audio_38.wav,তিনেময়ে টাকালভাৎ করণ কর ন তসালনকর করথে থাকা দীবীল আর্নকরেস মা কি ঢাাকাতো সাকা াবরাঠ পত্ম কাল পাচ করিয়র কুমি গিঝু খাতোঐ তাভারইও আমাগে বুতন তিনয় ভারা ী ভাগা মাগি তৈরিত নির্লত করে নি ঐ সাবরাজাদি কাজগুলো পরে পারুলিক্ার হাত্বে টিরে থটে খাথি করে না।
82,rec_21_audio_18.wav,তীরায় দফ লাফ তে য়াতানিমকয়ত আরয়েত আসীতনে রারোযোর উসেয়ান অব্যে় জন্য আরো সলু যন তলে আরও হোপনে করে যাযয়দেশতিয় একজন হাইযন্দার আগে পিরায়ী মাছে মাসে ঢাকে াকা আত উতহর কম্বয়ে তাক আধোমা দিতিয়াতর অছরকরণ।
83,rec_21_audio_28.wav,আরকেট ফাতা ৌশরী কারককার কর্পত কবনযে ডাক্ষাথ তায়ীধোল আইসে বক্ষী তা দিয়ে এ গডি জাবে তরি ছিলেএতামা কিয়েস্কোলাইদি সেসের ভন্নীয় টাকা আপ্না কররে নসএতে লাই গলা আবন্দর।
84,rec_21_audio_3.wav,কাকা ছিলয়যা ফেরোণির কাজ করতারেসথােরমৃতিবান চলকটা ছলয় কে মাছা জলআগে সুললয়কজনই সিফুমুনজদু পান্নাকুমান্য যায় মোহানদ্যু পানেড স্থাইডের লিলা থোত দলীদীফ তাদির।
85,rec_21_audio_11.wav,মিময়রওর আরাট টাথে বাই বাটি ছোটও সিবোন ও তালীে হিমুলী ছোটল এটি আমকর কেমিলায় বির্তিম বায়ুরাতন ক্রিকিয়াসে ওরাফ োয়ায় বাইবে লেছে নেলা বাহি প্রহেলাল ফাল রেনডে কারে।
86,rec_21_audio_1.wav,তাদার ফুল্লির হুটতু লিনি পরাযয়ীসে আন্তনিয়েছে ন ্রথনা বেশেস থিয়ে আমা গেেগলে সুির আবদস্শখাতারা র পরাই টাকাডা মাদুনিযার গে নার দেখা হরকেমে টআকা আংলাধের ইউনয়ের মির্থেডাইংশের একটি ব্যাংকেরেথা এই দ্েখটাপ্রীয়তোম গেনতে তা আউডেজে কি ডাসক ফাংলঅমসহার।
87,rec_21_audio_21.wav,তকে তেোমা ছুবিদ্ধা হ়ে বেদন কি আমনাত বিয়র সরবে পৌধেএকনিযয়ৈবিকষর  ন্রাদের দন চারি করনইনেয় তন্ত হাকের গেজে তবে গেদরে পমানে ললা দযয়়ারি মা ব্যাংকে টাকা টক্ষে আমাগের ব্যাংকেডোরএনিং তম্নাত গুন আছ ভাইনাছেে তার জনহাগীয়ব বোনাস।
